is_info_useful,missing_info,improvements,date,institution_cat,missing_info_en,improvements_en
1,"la consulta o resguardo de la informacion que cada estudiante captura, como por ejemplo la clave de pago, si es algo que yo como estudiante estoy capturando, cual es el motivo para que no puedan proporcionarlo? debe haber un registro tal, ya que es necesario para poder solicitar la cita.","que sean accesibles y no tan cuadrados con informacion que quien solicita la cedula es quien proporciona la informacion, entiendo que necesitan el baucher original, pero con la llave se puede pedir en el banco una constancia que acredite se hizo el pago, la llave no es la misma para todos. la situacion economica esta muy complicada como para que su solucion sea hacer el pago otra vez, estoy consiente que es descuido mio haberlo perdido, sin embargo con la tecnologia que se tiene ustedes ya solicitan una llave que comprueba que se realizo el pago, entonces para que lo piden fisicamente, y si lo siguen pidiendo pues por que no permitir la informacion que yo capture para tratar de recuperar el comprobante de pago y de esta manera continuar con el tramite. bastante burocracia y mas en algo absurdo. ademas de que no hay un contacto de atencion telefonica mas que para agendar la cita.",413,598,"the consultation or protection of the information that each student captures, such as the payment key, if it is something that I as a student are capturing, what is the reason for not being able to provide it? There must be such a record, as it is necessary to be able to request the appointment.","That they are accessible and not so square with information that whoever requests the ID is the one who provides the information, I understand that they need the original baucher, but with the key you can ask the bank for a proof that the payment was made, the key is not the same for everyone. The economic situation is too complicated for your solution to be to make the payment again, I am aware that it is my carelessness to have lost it, however with the technology that you have, you already request a key that verifies that the payment was made, so to that they request it physically, and if they continue asking for it, why not allow the information that I capture to try to recover the payment receipt and thus continue with the process. quite bureaucracy and more in something absurd. in addition to that there is no contact for telephone attention other than to schedule the appointment."
1,"si soy egresada de una institucion privada de preparatoria, puedo solicitar una beca?","explicar las demas opciones, cuando son egresados de una institucion privada, se puede solicitar becas si o no..",414,638,"If I am a graduate of a private high school, can I apply for a scholarship?","explain the other options, when they are graduates of a private institution, you can apply for scholarships yes or no .."
1,,"podrian cambiar el monto que aparece en la solicitud de pago. porque sigue apareciendo en $1145, cuando ya subio a $1183.",414,598,,"They could change the amount that appears on the payment request. because it continues to appear at $ 1145, when it already rose to $ 1183."
0,me gustaria que pusieran el directorio de las empresas que ya estan aprobadas por la stps,colocar el directorio de las empresas aprobadas por la stps,414,754,I would like them to put the directory of companies that are already approved by the stps,place the directory of companies approved by the stps
0,no encuentro los reqierimientos para renovacion,"regresen al formato anterior, todas las opciones te llevan a la principal",414,741,I can't find the renewal requirements,"go back to the previous format, all the options take you to the main one"
0,que el tramite se pueda realizar por internet,que el tramite se pueda realizar por internet,414,84,that the process can be done online,that the process can be done online
0,"debe ser congruente, habla de acreditar conocimientos adquiridos de manera autodigata o experiencia laboral sin embargo en los requisitos a cubrir solicita en el numeral 7 constancia de creditos cubiertos. si es experiencia o conocimientos adquiridos fuera del sistema educativo, cual es la alternativa para este requerimiento?",congreuncia,414,623,"It must be congruent, it speaks of accrediting knowledge acquired in a self-reported manner or work experience, however, in the requirements to be covered, request in number 7 proof of covered credits. If it is experience or knowledge acquired outside the educational system, what is the alternative for this requirement?",congregates
0,simplemente el formato para obtener los comprobantes de pension. ya tengo una hor buscando,"los *estratregas* de la computacion creen que todos somos experto en computo,  no lo hacen practico",414,273,simply the format for obtaining proof of pension. I already have a hor looking,"The * computer strategists * believe that we are all computer experts, they don't make it practical"
1,,el formato pdf no es editable. podrian poner un formato word o un pdf editable.,414,105,,the pdf format is not editable. They could put a word format or an editable pdf.
0,"ampliar los dias de consulta, solo aparece una semana y no da mas dias, y cuando va a terminar elmes no aparece el siguiente",ampliar el calendario para ver mas opciones no solo cinco dias....y que la base de datos usada este de acuerdo a la de afiliacion y vigencias de derechos...porque aparece vigente en este sistema y en vigencias no.,414,299,"extend the consultation days, only appears one week and does not give more days, and when it is going to end the month the following does not appear",expand the calendar to see more options not only five days .... and that the database used is in accordance with the affiliation and validity of rights ... because it appears in force in this system and not valid.
0,mas detalladamente,en.realmente aclarar las.dudas,414,204,More in detail,in.really clear up the.doubts
1,,inscripciones en linea,414,67,,online registrations
0,"no tengo los datos a la mano, estoy muy inconforme dl el servicio de una guarderia del estado de mexico. mi hijo tuvo rasguños en la cara y una caida se golpeo la cara me avisaron hasta que fui por el. requirio sutura yo pague los gastos nadie se hizo responsable.",la guarderia se llama william parker. esta ubicada en la avenida riva palacio. ciudad nezahualcoyotl. la directora es janet nechar. la maestra se llama marisol. es nefasta y muy irresponsable.,414,502,"I do not have the data at hand, I am very unhappy with the service of a nursery school in the state of Mexico. my son had scratches on his face and a fall hit his face, they warned me until I went for him. required suture and I paid the expenses nobody was responsible.",the nursery is called william parker. It is located on Riva Palacio Avenue. nezahualcoyotl city. the director is janet nechar. The teacher is called Marisol. it is disastrous and very irresponsible.
0,como poder consultar el estado de un tramite por la parte interesada...,"poner en linea la informacion de las personas que iniciaron tramite... el gestor ya lleva mas de un año y dice que no ha salido, la pagina dice que se tarda 30 dias... como puedo saber si ya lo tramito si no hay nadie que me de informacion... la verdad quisiera arrancarle mis papeles a la universidad regiomontana e ir a tramitar yo las cosas, pero no puedo ""porque ya esta en tramite "" 
necesito ayuda por favor",414,600,how to check the status of a procedure by the interested party ...,"put online the information of the people who started the process ... the manager has been over a year and says that it has not come out, the page says that it takes 30 days ... how can I know if I already process it if there is no No one to give me information ... the truth is I would like to rip my papers from the Monterrey university and go and process things myself, but I cannot ""because it is already pending"" I need help please"
0,,no hay citas nunca disponibles!,414,600,,no appointments ever available!
1,mas sencilla un logo para cada tramite,mejorar el servidor ya que mucha gente se queja que no carga correctamente y saca de la pagina con facilidad.,414,0,simpler a logo for each procedure,improve the server since many people complain that it does not load correctly and easily remove it from the page.
0,"telefonos y horarios de atencion, dias de atencion","que contesten el telefono de la curp. no hay quien lo atienda. o que borren dicha informacion, porque es una perdida de tiempo porque no contestan.",414,520,"telephone numbers and hours of operation, days of attention","that they answer the phone of the curp. there is no one to attend to it. or to delete such information, because it is a waste of time because they do not answer."
1,,"que los documentos solicitados se puedan enviar por correo electronico, y asi adelantar a la validcion y revision de los mismos.

para que en momento dado solo se acuda realizar alguna firma para que el tiempo de espera sea mucho menor.

ya que muchos debemos salir en horas laborales.",414,294,,"that the requested documents can be sent by email, and thus advance their validation and review.  so that at any given time you only go to make a signature so that the waiting time is much shorter.  since many of us must go out during working hours."
0,"el tramite en linea deberia ser como la localizacion en linea del seguro social, en mi opinion agilizaria el tramite una sola pestaña y no estar abriendo una cada click. ademas nunca llega una notificacion al correo.","el tramite en linea deberia ser como la localizacion en linea del seguro social, en mi opinion agilizaria el tramite una sola pestaña y no estar abriendo una cada click. ademas nunca llega una notificacion al correo.",414,140,"the online procedure should be like the online location of social security, in my opinion it would speed up the procedure with a single tab and not opening one every click. In addition, a notification never arrives in the mail.","the online procedure should be like the online location of social security, in my opinion it would speed up the procedure with a single tab and not opening one every click. In addition, a notification never arrives in the mail."
1,,"implementar la captura o modificacion de los datos personales del beneficiario. actualmente no sale ninguna informacion personal mia y se supone que esta ya deberia de estar registrada aqui, incluso aunque estuviera mal o hubiera errores. en el reporte de saldos solo salen los saldos y en el apartado de los datos personales no sale nada.",414,234,,"implement the capture or modification of the personal data of the beneficiary. Currently no personal information of mine comes out and it is supposed that it should already be registered here, even if it was wrong or there were errors. in the balance report only the balances come out and in the personal data section nothing comes out."
0,,"necesitan mejorar mucho ya que yo tengo mas de quince dias enviando informacion para solicitar la liberacion de mi peonio de  cumplimiento de obligaciones fiscales y a la fecha no tengo ninguna respuesta favorable alcontrario me me an rechazado que porque el concepto del ietu me falta pero esto ya envie dicha informacion y no tengo ni idiea cuantos tipos de ietu existen, ya hice correcciones de las declaraciones pendiente y no tengo ninguna respuesta, ya envie tres solicitudes  pero veo que el servicio es muy lenta necesitan cambiar este tipo de sistema mismo que en el momento que se presenta una declaracion que se cumple deberian de anual el concepto el documento de certificado para poder obtener el documento por lo menos al tercer dia mi r.f.c  es bme0512124p2 favor de checar mi solicitudes enviadas para que me den una respuesta favorable gracias saludos.",414,368,,"They need to improve a lot since I have more than fifteen days sending information to request the release of my peony from compliance with tax obligations and to date I do not have any favorable response to the contrary, they have rejected me because the concept of the IETU is missing but I have already sent This information and I do not have any idiea how many types of IETU exist, I have already made corrections of the pending declarations and I do not have any answer, I have already sent three requests but I see that the service is very slow they need to change this type of system, which at the time that a declaration is presented that is fulfilled the concept of the certificate document should be annual to be able to obtain the document at least on the third day my rfc is bme0512124p2 please check my requests sent to give me a favorable response thanks greetings."
1,,"como trabajadores activos nos tienen en sistema, es engorroso estar pasando la vigencia, ya que pedir permiso para acudir al mèdico, a los analisis, ademasde vigencia ...si a los jubilados se les evito este tramite,a quienes estamos en activo y somos asalariados es mas facil de tenernos en sistema.",414,263,,"As active workers they have us in the system, it is cumbersome to be passing the term, since asking permission to go to the doctor, to the analyzes, in addition to validity ... if retirees were avoided this procedure, we are active and we are salaried is easier to keep us in system."
1,,que el tramite se pudiera hacer electronicamente en los casos de los hijos menores de edad,414,256,,that the process could be done electronically in the cases of minor children
1,en mi unidad medica #5 en pedro escobedo queretaro no me atienden me excluyen desde octubre me dan incapasidades y los doctores y la directora me tratan mal y no me ponen mis incapasidades continuas si no q le cortan ahorita yo ya llevaria aprox. 60 dias pero solo me reconocen 42 ya me oprere en un privado y ni aun asi me quieren atender y me dicen una cosa y despues otra me he quejado en las oficinas centrales de mu estado y no me hacen caso ojala el que li lea pudiera hacer algo por mi... gracias.,en correr a todos los trabajadores del imss y volver a contratar todo el personal nuevo ya q lis q exusten desde doctores hasta los de limpieza son despotas...,414,121,in my medical unit # 5 in pedro escobedo queretaro they do not take care of me they exclude me since October they give me incompetence and the doctors and the director treat me badly and they do not give me my continuous incompetence if they do not cut me right now I would take approx. 60 days but they only recognize me 42 I already oprere in a private and even then they do not want to attend to me and they tell me one thing and then another I have complained in the central offices of my state and they do not pay attention to me hopefully whoever I read could do something for me ... thanks.,in running all the imss workers and re-hiring all the new staff and that they lack from doctors to cleaning staff are despotic ...
0,que sea ma practico  para realisar los tamites s,en todo para poder aser los tramites mas facil sintantas bueltas ni tener que aser tantas bueltas,414,390,make it more practical to make the sieves,in everything to be able to make the paperwork easier without so many loose or to have to make so many loose
0,"todos los requisitos que piden en las oficias del issste, en ellas  entregan un listado con 6 o 7 puntos.","hacerlo mas agil, cause baja desde el 16 de diciembre de 2016 y a la fecha en las oficinas del issste, en celaya no me quieren recibir mi solicitud, indican que de sus oficinas centrales no les han enviado los formatos para pagos del año 2017. solicito apoyo para realizar mi tramite dentro del tiempo que establece la ley 60 dias, agradecere que me indiquen si son naturales o habiles, estoy preocupado por ello, no quiero dejar de pasar el tiempo para continuar haciendo mis aportaciones como lo indica el articulo 200 de la ley.",414,266,"all the requirements they ask at the issste offices, they provide a list with 6 or 7 points.","make it more agile, cause cancellation since December 16, 2016 and to date at the issste offices, in Celaya they do not want to receive my request, they indicate that their central offices have not sent them the forms for payments of the year 2017. I request support to carry out my paperwork within the time established by the law 60 days, I will appreciate that you indicate if they are natural or skillful, I am concerned about it, I do not want to stop spending time to continue making my contributions as indicated in article 200 of the law."
1,"que el tramite pueda realizarse en la region del istmo, vivo en san pedro comitancillo, oax. numeros telefonicos.",que este tramite pueda realizarlo en cd. ixtepec.,414,12,"that the procedure can be carried out in the region of the isthmus, I live in san pedro comitancillo, oax. telephone numbers.",that this procedure can be done on cd. ixtepec.
0,que aparezcan los estados para saber donde hacer tramite,la informacion no es la adecuada,414,520,that the states appear to know where to process,the information is not adequate
0,"fui a las oficinas ubicadas en la calle de gardenias en oaxaca y no me dieron informacion de mi cuenta, me mandaron al banco, solo queria saber mi saldo actual, entonces para que sugieren que vaya uno a la oficina de pensionissste si no dan informacion. nada mas dar vueltas.",que si cuentan con los elementos para saber saldos de las cuentas que den la informacion para que no este uno batallando de aca a alla y como ya es uno persona de la tercera edad es mas dificil.,414,236,"I went to the offices located in calle de gardenias in oaxaca and they did not give me information about my account, they sent me to the bank, I just wanted to know my current balance, so what do you suggest that you go to the pensionissste office if they do not give information. nothing else to give returns.",that if they have the elements to know the balances of the accounts that give the information so that one is not struggling from here to there and since he is already a person of the third age it is more difficult.
1,"asesorar a las personas a las cuales esta dirigida esta dependencia, ya que los agricultores, ganaderos y personas que viven en escasos recursos no saben manejar una computadora, mucho menos saben como funciona la plataforma, y las reglas de operacion, los anexos, o explicarlo con otras palabras que a ellos se les haga de facil comprension.
con solo ver toda la informacion y los tramites preferiran quedarse como estan y los apoyos quedaran con personas que no los necesitan realmente.","los canales de distribucion, la forma en que piden los tramites, y la forma de contactarse directamente con los que pueden asesor a las personas que no saben usar la tecnologia.",414,350,"advise the people to whom this unit is directed, since farmers, ranchers and people who live in scarce resources do not know how to operate a computer, much less do they know how the platform works, and the operating rules, annexes, or explain it In other words, they are easy to understand. just by looking at all the information and the procedures they would rather stay as they are and the supports will remain with people who do not really need them.","the distribution channels, the way they request procedures, and the way to directly contact those who can advise people who do not know how to use technology."
1,"que el tramite no es permanente
que se requiere renovarlo periodicamente, para validar la vigencia de derechos. esto genera largas filas pues unicamente atienden a 50 derechohabientes por dia, teniendo el trabajador que ausentarse de sus labores durante un dia.","que el tramite tenga vigencia permanente, o hasta que el trabajador desee darlo de baja notificando por escrito al issste.
que la vigencia de este derecho, este indexada a la constancia de sobrevivencia del trabajador.
que pueda solicitarse por internet, adjuntando imagenes escaneadas de los documentos originales que solicitan normalmente.",414,258,"that the process is not permanent that it is required to renew it periodically, to validate the validity of rights. This generates long lines as they only serve 50 beneficiaries per day, with the worker having to be absent from their work for a day.","that the process is permanently valid, or until the worker wishes to cancel it by notifying the issste in writing. that the validity of this right is indexed to the worker's survival certificate. that can be requested online, attaching scanned images of the original documents that they normally request."
0,para agendar citas para el tramite,ampliar los dias para la citas para el tramite o poder realizar citas via telefonica,414,595,to schedule appointments for the procedure,extend the days for appointments for the procedure or to make appointments via telephone
1,poner una liga para los anexos que menciona,poner las ligas de los anexos a los que hace referencia deben entregarse o todo formato que menciona.,414,344,put a link for the attachments it mentions,Put the links of the annexes to which it refers must be delivered or any format that it mentions.
1,correccion de apellidos,contando con personal debidamente capacitado para cada area,414,253,last name correction,having properly trained personnel for each area
1,,"en cuanto te dan la cita dar un numero de confirmacion y no tener que esperar a que manden correo electronico, el cual a veces no llega.",414,729,,"As soon as they give you the appointment, give a confirmation number and not have to wait for them to send an email, which sometimes does not arrive."
0,poder tramitar cita medica por internet,todo su sistema,414,299,to be able to process an appointment online,your entire system
1,"como hacer un tramite desde un estado de la republica, informacion de horario y telefono para foraneos, informacion sobre oficinas en otras partes dse la republica.",acceso a gente de otras partes del pais,414,520,"how to process from a state of the republic, information on hours and phone numbers for foreigners, information on offices in other parts of the republic.",access to people from other parts of the country
1,algun telefono de contacto,poner telefonos que contesten,414,599,any contact phone,put phones that answer
1,al seleccionar la oficina deben proporcionar los numeros telefonicos para consultas.,en general es muy buena pgina,414,224,"When selecting the office, they must provide the telephone numbers for inquiries.",in general it is a very good page
0,"no veo el campo de hacer cita, son muchas trabas al tratar de agendar una cita.","dar citas inmediatamente dependiendo la urgencia del caso. 
yo estoy tratando de hacer una cita para entregar una cesion de derechos a mi hermano, estan por quitarle la casa a mi madre y ustedes no contestan los telefonos, no hay citas en febrero segun mexitel, no puedo hacer cita en internet. 
 que puedo hacer?
dejar que mi madre pierda su casa?
si en verdad quiere hacer un buen trabajo hableme y digame cuando puedo ir al consulado de dallas y hacer ese poder notarial. 9402844038",414,686,"I do not see the field of making an appointment, there are many obstacles when trying to schedule an appointment.","make appointments immediately depending on the urgency of the case. I am trying to make an appointment to deliver a transfer of rights to my brother, they are about to take away my mother's house and you do not answer the phones, there are no appointments in February according to mexitel, I cannot make an appointment on the internet.  What I can do? let my mother lose her house? if you really want to do a good job talk to me and tell me when I can go to the dallas consulate and do that power of attorney. 9402844038"
1,un link para saber cuales son las juntas municipales o las delegaciones ¿se refieren a que si eres de la ciudad de mexico tienes que ir a tu delegacion que corresponde de acuerdo a tu domicilio?,ser mas claros en la redaccion.,414,469,A link to find out which are the municipal boards or the delegations. Do they mean that if you are from Mexico City you have to go to your corresponding delegation according to your address?,be more clear in the writing.
0,,agregar ayuda en linea.,414,541,,add online help.
1,,"que se pudiera realizar el tramite por internet, y ser enviado via correo electronico",414,464,,"that the process could be carried out online, and be sent via email"
1,"por favor podrian decirme si el metro me deja cerca del impi , es importante esa referencia, por que no aparece en el mapa de hubicacion que ustedes ponen como referencia del impi , para llegar, gracias saludos cordiales
andres gomez","no lo puedo decir por que es la primera ves que realizare el tramite personalmente, despues del tramite, entonces podre dar mi opinion , gracias",414,105,"Please could you tell me if the metro leaves me near the impi, that reference is important, because it does not appear on the location map that you put as a reference for the impi, to arrive, thanks, best regards andres gomez","I can not say it because it is the first time that I will carry out the procedure personally, after the procedure, then I can give my opinion, thank you"
0,que esta informacion se pueda obtener a travez de internet y no unicamente de forma presencial,efectuar guia sencilla  sin solicitar tanto numero unicamente con el numero de seguridad social,414,141,that this information can be obtained through the internet and not only in person,carry out simple guide without requesting so much number only with the social security number
1,"el domicilio completo de la oficina del inaes, ya que solo aparece el codigo posta pero no la colonia y el mapa no se deplega se hace un poco mas dificil.",completar el domicilio de la oficina del inaes. muchas gracias!!!,414,514,"the full address of the inaes office, since only the post code appears but not the colony and the map is not displayed it becomes a little more difficult.",complete the address of the inaes office. Thanks a lot!!!
0,"que la pagina funcione...nunca se pueden imprimir ni siquiera ver los talones, siempre termina uno apersonandose en las oficinas, pura perdida de tiempo, en mexicali quedan las oficinas hasta las afueras de la ciudad, todo porque esta pagina nunca funciona","que la pagina funcione...nunca se pueden imprimir ni siquiera ver los talones, siempre termina uno apersonandose en las oficinas, pura perdida de tiempo, en mexicali quedan las oficinas hasta las afueras de la ciudad, todo porque esta pagina nunca funciona",414,276,"make the page work ... you can never print or even see the heels, you always end up going to the offices, a pure waste of time, in mexicali the offices remain until the outskirts of the city, all because this page never works","make the page work ... you can never print or even see the heels, you always end up going to the offices, a pure waste of time, in mexicali the offices remain until the outskirts of the city, all because this page never works"
1,"primero tenemos  que pasar a certificacion de los documentos en un domicilio y luego pasar a otro para el apostille y ahi  ya no procede el tramite con la guia prepagada.
¿por que no simplificar el tramite en un solo lugar.?","los telefonos  55 36011000 ext. 65441 y 65441 no contestan y solo ahi proporcionan informacion para la certificacion y como todo es el la cdmx y nosotros en provincia si vamos y nos falta algun documento es tiempo y dinero. 
lo ideal seria que cada estado pueda efectuar este tipo de tramites ya en el siglo xxl y con estas carencias.
¿por que no poner personal para responder dudas ?
por que en el telefono 55 5093 3223 mis respetos la c.p. monica rapido contesta y te resuelve tus dudas",415,660,first we have to go to certification of the documents at one address and then go to another for the apostille and there the procedure with the prepaid guide no longer proceeds. Why not simplify the process in one place?,"phones 55 36011000 ext. 65441 and 65441 do not answer and only there they provide information for the certification and as everything is the cdmx and we in the province if we go and we lack any document is time and money. ideally, each state could carry out this type of procedure already in the 21st century and with these deficiencies. Why not put staff to answer questions? because on the phone 55 5093 3223 my respects the c.p. Monica quickly answers and solves your doubts"
1,si la cartilla fue expedida en un estado diferente al que actualmente resido el tramite se puede realizar igual en un modulo cercano,todo bien solo es informacion creo que hace falta,415,471,"If the card was issued in a different state than the one I currently reside in, the process can be done the same in a nearby module.",everything is just information I think it is necessary
1,"en el apartado de ""ubica tu oficina mas cercana"" debe especificar si solo es para la cdmx o aplica para todos los estados porque no aparecen en el listado.",especificar elo contenido por favor.,415,520,"in the ""locate your nearest office"" section, you must specify whether it is only for the cdmx or applies to all states because they do not appear in the list.",specify the content please.
0,en los estado donde se puede realizar el tramite? en guadalajara?,hay muy poca informacion para realizar el tramite d hecho en mexico.,415,429,in the states where the procedure can be carried out? in Guadalajara?,There is very little information to carry out the procedure done in Mexico.
1,"lugares donde se deba realizar el pago y el costo adicional, ya que esto da pie a que se realicen cobros excesivos por el tramite al no haber una regulacion.",cuando se selecciona el tramite a realizar la pagina no sube y parece como si no apareciera la informacion.,415,729,"places where the payment and the additional cost must be made, since this gives rise to excessive charges for the process in the absence of a regulation.",when you select the procedure to carry out the page does not go up and it seems as if the information does not appear.
1,accesos mas faciles,"accesos mas faciles, es muy compleja la pagina y no encuentras lo que buscas rapido",415,207,easier access,"easier access, the page is very complex and you cannot find what you are looking for fast"
0,habilitar el tramite por internet para regimen de incorporacion fiscal para personas que son asalariados.,para un asalariado que se quiere independizar el portal del sat no me dje dar aumento de obligaciones para inscribirme al regimen de incorporacion fiscal,415,354,enable the online process for tax incorporation regime for people who are employees.,"For a salaried employee who wants to become independent, the SAT portal did not tell me to increase my obligations to enroll in the tax incorporation regime."
1,que la informacion este mas accesible desde la pagina de la dpendencia.,"que sea posible consultarla desde internet, asi como lo tienen otras dependencias como el imss y el infonavit.",415,271,That the information is more accessible from the page of the agency.,"that it is possible to consult it from the internet, as well as other dependencies such as imss and infonavit."
0,"poner un ejemplo de como quieren las copias, luego llegamos y nos dicen que asi no las querian.","1) que podamos nosotros mismos agendar la cita por internet como en el ine
2) una manera sencilla de pagar por internet con tarjeta de credito o paypal
3) tambien que ya tomen la fotografia digital, me sorprende que en 2017 todavia la pidan en papel.
4) no pedir copias en papel, no estan contribuyendo a cuidar el medio ambiente. ustedes pueden escanearlo y guardarlo digitalmente.
4) las personas que atienden via telefonica no son amables, les preguntas algo y ya lo que quieren es colgarte.",415,723,"give an example of how they want the copies, then we arrived and they told us that they didn't want them that way.","1) that we can schedule the appointment ourselves online as in ine 2) an easy way to pay online with a credit card or paypal 3) also that they already take digital photography, I am surprised that in 2017 they still ask for it on paper. 4) do not ask for paper copies, they are not helping to take care of the environment. you can scan and save it digitally. 4) the people who attend via telephone are not friendly, you ask them something and they just want to hang up on you."
1,"el formato dc1 para saber cual es el oficial y descargarlo.
indicar el periodo de vigencia de todos los formatos dc1, dc2, dc3, dc4, dc5.","anexar los formatos dc1,dc2, dc3, dc4 y dc5 para poder llenarlos.",415,749,"the dc1 format to know which is the official one and download it. indicate the validity period of all formats dc1, dc2, dc3, dc4, dc5.","append the formats dc1, dc2, dc3, dc4 and dc5 to be able to fill them."
1,mandar informacion a todos los pacientes por via internet o a los centros de trabajo porque muchos desconocen los tramites horario y cambios para programar las citas puesto que muchos no hacemos uso del servicio solo para cuando nos vemos en la necesidad de recurrir por una incapacidad y que ya es obligatorio por que nos lo exige el centro de trabajo,en las citas para programarlas si ustedes saben de antemano que un paciente tiene que regresar por licencia medica en ese momento programarle su cita para la siguiente semana asi como tambien programas las citas mensuales a los de la tercera edad,415,299,send information to all patients via the internet or to the work centers because many are unaware of the schedule and changes to schedule appointments since many do not use the service only for when we are in need of resorting to a disability and that it is mandatory because it is required by the workplace,at appointments to schedule them if you know in advance that a patient has to return by medical leave at that time schedule your appointment for the next week as well as schedule monthly appointments for seniors
1,"solo tiene lugares para corregirla en el df, no da opcion a otros estados.","mas lugares a donde ir a corregir, horarios y telefonos",415,520,"it only has places to correct it in the df, it does not give an option to other states.","more places to go to correct, hours and phones"
1,numeros telefonicos y extensiones  donde nos puedan atender.falta la solicitud unica de apoyo para llenarla.,el servicio en linea.,415,338,telephone numbers and extensions where they can assist us. The only request for support is missing to fill it out.,online service.
1,"confirmar si es necesario el escrito libre al que aluden las empleadas de departamento.
si es asi, seria de valor incluir un formato-guia sencillo.

gracias",incluir lo ya señalado.,415,254,"confirm whether the free writing to which the department employees refer is necessary. if so, it would be valuable to include a simple guide format.  Thank you",include what has already been indicated.
0,"me gustaria que contara con un apartado para llevar acabo el tramite en linea o por medio de internet y no me aclara donde debo llevar acabo el tramite, es decir este se solicita dependiendo del lugar de residencis o no?.",recalcar si en el lugar de residencia del ife es donde se solicita el seguro popular o se puede solicitar en cualquier punto de la republica sin importar el domicilio.,415,29,"I would like it to have a section to carry out the procedure online or through the internet and it does not clarify where I must carry out the procedure, that is, it is requested depending on the place of residence or not?",emphasize if the popular insurance is requested in the place of residence of the ife or it can be applied for anywhere in the republic regardless of domicile.
1,,"en no pedir la fotografia, porque donde lo expiden te toman una! no entiendo para que piden un par!",415,723,,"in not asking for the photograph, because where they issue it they take you one! I don't understand why they ask for a pair!"
1,,"no se puede accesar ya que me pide unificar cuentas


estamos unificando cuentas, por lo que es necesario que ingrese su correo electronico y contraseña.

en caso de no contar con una cuenta de acceso, favor de utilizar la opcion de registrarse.

ni me puedo registrar ni puedo logearme con mi correo",415,437,,"it cannot be accessed since it asks me to unify accounts   We are unifying accounts, so you need to enter your email and password.  If you do not have an access account, please use the option to register.  I can not register nor can I log in with my email"
0,tener mas oficinas para corregir estos errores,mas lugares en donde corregir estos errores,415,520,have more offices to correct these errors,more places to correct these errors
0,"fecha acerca de la proxima convocatoria o toda sinceridad  , si es que ya no habra mas,  seria de mucho valor....",ser directos y precisos pra saber que es lo que sucede,415,761,"date about the next call or all sincerity, if there will be no more, it would be very valuable ...",be direct and precise to know what is happening
0,,"el tramite de duplicado de cedula profesional no deberia ser solo en el distrito federal, sino deber poder sacarse en cualquiera de los estados de la republica",415,592,,"The process of duplicate professional license should not be only in the federal district, but must be able to be obtained in any of the states of the republic"
0,como saber si puedo ser beneficiario porque mi madre fallecio,que pueda uno buscar el nombre de la jefa de familia para saber si uno mismo como hijo puede hacer el tramite porque muchas veces el padre sigue siendo el tutor pero el apoyo economico es nulo,415,511,how to know if I can be a beneficiary because my mother passed away,that one can look for the name of the head of the family to know if one can do the same as a child because many times the father is still the guardian but the financial support is null
0,cd juarez chihuahua mex no se encuentra en la lista,mas informacion basica gracias,415,19,cd juarez chihuahua mex is not listed,more basic information thanks
0,es dificil accesar para solicitar una cita 😕,mas facilidad para programar una cita,415,299,It is difficult to access to request an appointment 😕,easier to schedule an appointment
0,estados no esta la opcion,aumentar en la opcion de estados a puebla solo esta distrito federal,415,617,states there is no option,increase in the option of states to populate only this federal district
1,informacion sobre personas que como yo tenemos que pagar multa por visa vencida y de cuanto seria los costo segun el tiempo incluso y una vez en inmigracion donde dirigirnos es confuso.,infomacion de a que ventanilla en inmigracion corresponde cada caso para no estar perdiendiendo el tiempo haciendo cola donde no es.,415,219,Information about people like me who have to pay a fine for expired visa and how much it would cost depending on the time even and once in immigration where to go is confusing.,information to which window in immigration corresponds each case to avoid wasting time queuing where it is not.
1,seria bueno que interactuaran con la gente en linea para aclarar dudas creo que asi visitar las oficinas de inmigracion no seria tan traumatico ya que la gente sabria donde ir y que llevar en cada caso si unieran representantes en linea para darnos las informaciones necesaria .,mejoren la comunicacion interactuar es la clave para tanta gente que como yo tenemos dudas y se nos hace dificil entender cada cosa y aveces nos informan a medias por favor necesitamos mas orientacion.,415,219,It would be good for them to interact with people online to clarify doubts. I think that visiting immigration offices would not be so traumatic since people would know where to go and what to take in each case if they joined online representatives to give us the necessary information.,improve communication interacting is the key for so many people that like me have doubts and it is difficult for us to understand everything and sometimes they inform us halfway please we need more guidance.
1,,"se pude mejorar la pagina en hacerla mas practica y ""sencilla"".
pueden dar toda esta informacion de una manera mas practica ya que el diseño de la pagina web deja mucho que desear. enfatizar mas en los links y dar mejor interface grafica de una manera practica.",415,105,,"The page could be improved by making it more practical and ""simple"". They can give all this information in a more practical way since the design of the website leaves a lot to be desired. emphasize more on the links and give a better graphic interface in a practical way."
0,como agendar un cita medica porque !!no se puede!! en este formato  . en el anterior si se podia,todo,415,299,How to schedule a medical appointment because you can not! in this format. in the previous one if you could,everything
0,como puedo hacer la prepa abierta si vivo en san luis potosi,la informacion (agregarle),416,617,How can I do open high school if I live in San Luis Potosi,the information (add it)
0,detallar exactamente el.proceso a seguir para solicitar el apoyo a proyectos productivos.,la documentacion es demasiada.,416,515,detail the exact process to follow to request support for productive projects.,the documentation is too much.
1,,los dias de atencion o ampliar el horario,416,29,,the days of attention or extend the hours
